epoch;acc;loss;val_acc;val_loss
0;0.5834126472067946;6.641395605153408;0.9356287425149701;1.0262314081192017
1;0.5834126459506804;6.641395615202322;0.9356287425149701;1.0262314081192017
2;0.5834126472067946;6.641395662853622;0.9356287425149701;1.0262314081192017
3;0.5834126488275871;6.641395608070835;0.9356287425149701;1.0262314081192017
4;0.5834126423444171;6.641395662205305;0.9356287425149701;1.0262314081192017
5;0.5834126407236245;6.641395601587665;0.9356287425149701;1.0262314081192017
6;0.5834126423444171;6.641395634003516;0.9356287425149701;1.0262314081192017
7;0.5834126504483796;6.6413955785724115;0.9356287425149701;1.0262314081192017
8;0.5834126427090954;6.641395602235982;0.9356287425149701;1.0262314081192017
9;0.5834126488275871;6.641395585055581;0.9356287425149701;1.0262314081192017
10;0.5834126455860021;6.6413955779240945;0.9356287425149701;1.0262314081192017
11;0.5834126423444171;6.6413956304377715;0.9356287425149701;1.0262314081192017
12;0.5834126423444171;6.641395634003516;0.9356287425149701;1.0262314081192017
13;0.5834126475714729;6.6413956093674695;0.9356287425149701;1.0262314081192017
14;0.5834126455860021;6.641395581489838;0.9356287425149701;1.0262314081192017
15;0.5834126472067946;6.641395623954602;0.9356287425149701;1.0262314081192017
16;0.5834126484629089;6.641395601911824;0.9356287425149701;1.0262314081192017
17;0.5834126455860021;6.641395636272625;0.9356287425149701;1.0262314081192017
18;0.5834126437018309;6.641395607098359;0.9356287425149701;1.0262314081192017
19;0.5834126500837014;6.64139558311063;0.9356287425149701;1.0262314081192017
20;0.5834126439652096;6.641395634003516;0.9356287425149701;1.0262314081192017
21;0.5834126468421164;6.641395648590648;0.9356287425149701;1.0262314081192017
22;0.5834126508940977;6.641395632058565;0.9356287425149701;1.0262314081192017
23;0.5834126468421164;6.641395602560141;0.9356287425149701;1.0262314081192017
24;0.5834126455860021;6.6413956304377715;0.9356287425149701;1.0262314081192017
25;0.5834126448566455;6.641395581165679;0.9356287425149701;1.0262314081192017
26;0.5834126342404545;6.6413956550738185;0.9356287425149701;1.0262314081192017
27;0.5834126439652096;6.641395629141138;0.9356287425149701;1.0262314081192017
28;0.5834126472067946;6.641395633355199;0.9356287425149701;1.0262314081192017
29;0.5834126468421164;6.641395601911824;0.9356287425149701;1.0262314081192017
30;0.5834126407236245;6.6413956038567745;0.9356287425149701;1.0262314081192017
31;0.5834126455860021;6.641395657018769;0.9356287425149701;1.0262314081192017
32;0.5834126436005312;6.641395601911824;0.9356287425149701;1.0262314081192017
33;0.5834126439652096;6.641395581489838;0.9356287425149701;1.0262314081192017
34;0.5834126423444171;6.641395577275778;0.9356287425149701;1.0262314081192017
35;0.5834126455860021;6.641395608070835;0.9356287425149701;1.0262314081192017
36;0.5834126439652096;6.6413956168231145;0.9356287425149701;1.0262314081192017
37;0.5834126407236245;6.641395581489838;0.9356287425149701;1.0262314081192017
38;0.5834126484629089;6.641395619092224;0.9356287425149701;1.0262314081192017
39;0.5834126439652096;6.641395606774201;0.9356287425149701;1.0262314081192017
40;0.5834126423444171;6.641395579220728;0.9356287425149701;1.0262314081192017
41;0.5834126447756058;6.641395597373605;0.9356287425149701;1.0262314081192017
42;0.5834126407236245;6.641395610988262;0.9356287425149701;1.0262314081192017
43;0.5834126427090954;6.641395602235982;0.9356287425149701;1.0262314081192017
44;0.5834126459506804;6.641395608719153;0.9356287425149701;1.0262314081192017
45;0.5834126472067946;6.6413956304377715;0.9356287425149701;1.0262314081192017
46;0.5834126423444171;6.641395607422518;0.9356287425149701;1.0262314081192017
47;0.5834126452213239;6.641395635624308;0.9356287425149701;1.0262314081192017
48;0.5834126419797387;6.641395583758947;0.9356287425149701;1.0262314081192017
49;0.5834126455860021;6.641395610988262;0.9356287425149701;1.0262314081192017
